_id,name_en,name_fr,name_de,name_es,name_it,name_jp,game,armor_type,hunter_rank,village_stars,dlc_event,gender,hunter_type,rarity,num_slots,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,price
163,Ioprey Cap S,Heaume Ioprey S,Ioprey-Kappe S,Gorro de Ioprey S,Cappello Ioprey S,,0,0,4,7,,0,0,6,2,28,,4,3,0,2,0,
164,Kut-Ku Helm S,Casque Kut-Ku S,Kut-Ku-Helm S,Casco de Kut-Ku S,Elmo di Kut-Ku S,,0,0,4,7,,0,0,6,1,52,,2,-2,0,-2,-1,
165,Kut-Ku Cap S,Heaume Kut-Ku S,Kut-Ku-Kappe S,Gorro de Kut-Ku S,Cappello di Kut-Ku S,,0,0,4,7,,0,0,6,2,28,,5,1,3,-1,0,
166,Cephalos Helm S,Casque Cephalos S,Cephalos-Helm S,Casco de Cephalos S,Elmo Cephalos S,,0,0,4,7,,0,0,6,1,54,,-3,2,-4,2,0,
167,Cephalos Cap S,Heaume Cephalos S,Cephalos-Kappe S,Gorro de Cephalos S,Cappello Cephalos S,,0,0,4,7,,0,0,6,2,28,,-1,5,-2,3,1,
168,Conga Helm S,Casque Conga S,Conga-Helm S,Casco de Conga S,Elmo di Conga S,,0,0,4,7,,0,0,6,1,54,,-3,2,2,-1,0,
169,Conga Cap S,Heaume Conga S,Conga-Kappe S,Gorro de Conga S,Cappello di Conga S,,0,0,4,7,,0,0,6,1,28,,-1,4,4,0,1,
170,Gypceros Helm S,Casque Gypceros S,Gypceros-Helm S,Casco de Gypceros S,Elmo Gypceros S,,0,0,5,7,,0,0,6,1,54,,-4,1,4,1,0,
171,Gypceros Cap S,Heaume Gypceros S,Gypceros-Kappe S,Gorro de Gypceros S,Cappello Gypceros S,,0,0,5,7,,0,0,6,2,28,,-1,4,6,3,0,
172,Khezu Helm S,Casque Khezu S,Khezu-Helm S,Casco de Khezu S,Elmo Khezu S,,0,0,5,7,,0,0,6,1,56,,-3,3,4,1,0,
173,Khezu Cap S,Heaume Khezu S,Khezu-Kappe S,Gorro de Khezu S,Cappello Khezu S,,0,0,5,7,,0,0,6,2,28,,-1,5,6,2,0,
174,Hermitaur Helm S,Casque Hermitaur S,Hermitaur-Helm S,Casco de Hermitaur S,Elmo Hermitaur S,,0,0,4,7,,0,0,6,2,56,,-3,3,-4,0,1,
175,Hermitaur Cap S,Heaume Hermitaur S,Hermitaur-Kappe S,Gorro de Hermitaur S,Cappello Hermitaur S,,0,0,4,7,,0,0,6,2,28,,-1,5,-2,1,2,
176,Hypno Helm S,Casque Hypno S,Hypno-Helm S,Casco Hypno S,Elmo Hypno S,,0,0,7,7,,0,0,6,1,56,,-2,2,0,1,1,
177,Hypno Cap S,Heaume Hypno S,Hypno-Kappe S,Gorro Hypno S,Cappello Hypno S,,0,0,7,7,,0,0,6,2,28,,0,4,2,3,2,
178,Basarios Helm S,Casque Basarios S,Basarios-Helm S,Casco de Basarios S,Elmo Basarios S,,0,0,5,7,,0,0,6,1,56,,0,2,2,1,-2,
179,Basarios Cap S,Heaume Basarios S,Basarios-Kappe S,Gorro de Basarios S,Cappello Basarios S,,0,0,5,7,,0,0,6,2,28,,2,4,4,2,0,
180,Plesioth Helm S,Casque Plesioth S,Plesioth-Helm S,Casco de Plesioth S,Elmo Plesioth S,,0,0,5,8,,0,0,6,2,58,,-4,4,-4,2,0,
181,Plesioth Cap S,Heaume Plesioth S,Plesioth-Kappe S,Gorro de Plesioth S,Cappello Plesioth S,,0,0,5,8,,0,0,6,2,30,,-2,6,-2,3,1,
182,Monoblos Helm S,Casque Monoblos S,Monoblos-Helm S,Casco de Monoblos S,Elmo Monoblos S,,0,0,10,8,,0,0,6,1,60,,2,-1,-2,-1,-1,
183,Monoblos Cap S,Heaume Monoblos S,Monoblos-Kappe S,Gorro de Monoblos S,Cappello Monoblos S,,0,0,10,8,,0,0,6,2,30,,4,2,0,0,0,
184,Garuga Helm S,Casque Garuga S,Garuga-Helm S,Casco Garuga S,Elmo Garuga S,,0,0,8,8,,0,0,6,1,60,,2,0,2,0,0,
185,Garuga Cap S,Heaume Garuga S,Garuga-Kappe S,Gorro Garuga S,Cappello Garuga S,,0,0,8,8,,0,0,6,1,30,,3,2,3,1,0,
186,Blango Helm S,Casque Blango S,Blango-Helm S,Casco de Blango S,Elmo di Blango S,,0,0,5,8,,0,0,6,1,60,,-4,2,0,3,1,
187,Blango Cap S,Heaume Blango S,Blango-Kappe S,Gorro de Blango S,Cappello Blango S,,0,0,5,8,,0,0,6,2,30,,-3,4,1,5,2,
188,Ceanataur Helm S,Casque Ceanataur S,Ceanataur-Helm S,Casco de Ceanataur S,Elmo di Ceanataur S,,0,0,5,8,,0,0,6,2,61,,1,2,-1,-1,0,
189,Ceanataur Cap S,Heaume Ceanataur S,Ceanataur-Kappe S,Gorro de Ceanataur S,Cappello Ceanataur S,,0,0,5,8,,0,0,6,2,30,,2,4,0,0,2,
190,Rathian Helm S,Casque Rathian S,Rathian-Helm S,Casco de Rathian S,Elmo Rathian S,,0,0,5,9,,0,0,6,1,62,,2,0,-2,0,-4,
191,Rathian Cap S,Heaume Rathian S,Rathian-Kappe S,Gorro de Rathian S,Cappello Rathian S,,0,0,5,9,,0,0,6,2,30,,4,2,0,2,-2,
192,Narga Helm S,Casque Narga S,Narga-Helm S,Casco Narga S,Elmo Narga S,,0,0,8,9,,0,0,6,2,62,,-4,3,-3,2,0,
193,Narga Cap S,Heaume Narga S,Narga-Kappe S,Gorro Narga S,Cappello Narga S,,0,0,8,9,,0,0,6,2,30,,-2,4,-1,3,1,
194,Tigrex Helm S,Casque Tigrex S,Tigrex-Helm S,Casco de Tigrex S,Elmo di Tigrex S,,0,0,6,9,,0,0,6,2,64,,3,2,-2,3,-1,
195,Tigrex Cap S,Heaume Tigrex S,Tigrex-Kappe S,Gorro de Tigrex S,Cappello di Tigrex S,,0,0,6,9,,0,0,6,2,30,,4,3,-1,4,0,
196,Rathalos Helm S,Casque Rathalos S,Rathalos-Helm S,Casco de Rathalos S,Elmo Rathalos S,,0,0,5,9,,0,0,6,1,64,,2,-1,2,-3,-4,
197,Rathalos Cap S,Heaume Rathalos S,Rathalos-Kappe S,Gorro de Rathalos S,Cappello Rathalos S,,0,0,5,9,,0,0,6,2,30,,4,0,5,-1,-2,
198,Diablo Helm S,Casque Di ablos S,Diablos-Helm S,Casco de Diablos S,Elmo di Diablos S,,0,0,6,9,,0,0,6,1,64,,3,-1,1,-2,0,
199,Diablo Cap S,Heaume Diablos S,Diablos-Kappe S,Gorro de Diablos S,Cappello Diablos S,,0,0,6,9,,0,0,6,2,30,,5,2,4,-1,0,
200,Gravios Helm S,Casque Gravios S,Gravios-Helm S,Casco de Gravios S,Elmo Gravios S,,0,0,6,9,,0,0,6,2,64,,2,-2,2,0,-2,
201,Gravios Cap S,Heaume Gravios S,Gravios-Kappe S,Gorro de Gravios S,Cappello Gravios S,,0,0,6,9,,0,0,6,2,30,,4,1,3,1,0,
202,Leather Helm U,Casque en cuir U,Lederhelm U,Casco de Cuero U,Elmo Cuoio U,,0,0,4,7,,0,0,7,3,20,,2,0,0,0,0,
203,Chain Helm U,Casque en mailles U,Kettenhelm U,Casco Cota Malla U,Elmo di Maglia U,,0,0,4,7,,0,0,7,3,22,,2,2,-2,1,0,
204,Hunter's Helm U,Casque de chasseur U,Jägerhelm U,Casco de Cazador U,Elmo Cacciatore U,,0,0,4,7,,0,0,7,2,36,,0,0,-4,0,0,
205,Hunter's Cap U,Heaume de chasseur U,Jägerkappe U,Gorro de Cazador U,Capp. Cacciatore U,,0,0,4,7,,0,0,7,2,24,,2,2,-2,2,0,
206,Bone Helm U,Casque d'os U,Knochenhelm U,Casco de Hueso U,Elmo Osso U,,0,0,4,7,,0,0,7,1,42,,2,2,-2,-2,-2,
207,Bone Cap U,Heaume d'os U,Knochenkappe U,Gorro de Hueso U,Cappello d'Osso U,,0,0,4,7,,0,0,7,2,24,,5,5,0,-1,0,
208,Battle Helm U,Casque de combat U,Kampfhelm U,Casco de Combate U,Elmo da Battaglia U,,0,0,4,7,,0,0,7,2,44,,2,-2,-2,-1,0,
209,Battle Cap U,Heaume de combat U,Kampfkappe U,Gorro de Combate U,Capp. da Battaglia U,,0,0,4,7,,0,0,7,2,24,,4,0,0,0,2,
210,Giaprey Helm U,Casque Giaprey U,Giaprey-Helm U,Casco de Giaprey U,Elmo di Giaprey U,,0,0,4,7,,0,0,7,2,44,,0,1,1,3,-1,
211,Giaprey Cap U,Heaume Giaprey U,Giaprey-Kappe U,Gorro de Giaprey U,Cappello Giaprey U,,0,0,4,7,,0,0,7,3,24,,1,3,3,4,0,
212,Vespoid Helm U,Casque Vespoid U,Vespoid-Helm U,Casco de Vespoid U,Elmo Vespoid U,,0,0,4,7,,0,0,7,2,48,,-6,-5,2,-4,2,
213,Vespoid Cap U,Heaume Vespoid U,Vespoid-Kappe U,Gorro de Vespoid U,Cappello Vespoid U,,0,0,4,7,,0,0,7,3,24,,-5,-4,5,-3,2,
214,Hi-Metal Helm U,Casque haut-métal U,Hochmetall-Helm U,Casco de Megametal U,Elmo Hi-Metal U,,0,0,5,7,,0,0,7,2,48,,-2,-2,3,-1,0,
215,Hi-Metal Cap U,Heaume haut-métal U,Hochmetall-Kappe U,Gorro de Megametal U,Capp. Hi-Metal U,,0,0,5,7,,0,0,7,3,24,,0,0,5,0,0,
216,Hornet Helm U,Casque Hornet U,Hornissen-Helm U,Casco de Hornet. U,Elmo Hornet U,,0,0,4,7,,0,0,7,1,50,,-6,-1,-5,-5,2,
217,Hornet Cap U,Heaume Hornet U,Hornissen-Kappe U,Gorro de Hornet. U,Cappello Hornet U,,0,0,4,7,,0,0,7,2,24,,-5,2,-3,-4,3,
218,Genprey Helm U,Casque Genprey U,Genprey-Helm U,Casco de Genprey U,Elmo Genprey U,,0,0,4,7,,0,0,7,2,50,,2,-2,3,-2,-1,
219,Genprey Cap U,Heaume Genprey U,Genprey-Kappe U,Gorro de Genprey U,Cappello Genprey U,,0,0,4,7,,0,0,7,3,24,,4,0,5,0,0,
220,Ioprey Helm U,Casque Ioprey U,Ioprey-Helm U,Casco de Ioprey U,Elmo Ioprey U,,0,0,4,7,,0,0,7,2,50,,3,2,-2,1,-1,
221,Ioprey Cap U,Heaume Ioprey U,Ioprey-Kappe U,Gorro de Ioprey U,Cappello Ioprey U,,0,0,4,7,,0,0,7,3,26,,4,3,0,2,0,
222,Kut-Ku Helm U,Casque Kut-Ku U,Kut-Ku-Helm U,Casco de Kut-Ku U,Elmo di Kut-Ku U,,0,0,4,7,,0,0,7,2,50,,2,-2,0,-2,-1,
223,Kut-Ku Cap U,Heaume Kut-Ku U,Kut-Ku-Kappe U,Gorro de Kut-Ku U,Cappello di Kut-Ku U,,0,0,4,7,,0,0,7,3,26,,5,1,3,-1,0,
224,Cephalos Helm U,Casque Cephalos U,Cephalos-Helm U,Casco de Cephalos U,Elmo Cephalos U,,0,0,4,7,,0,0,7,2,52,,-3,2,-4,2,0,
225,Cephalos Cap U,Heaume Cephalos U,Cephalos-Kappe U,Gorro de Cephalos U,Cappello Cephalos U,,0,0,4,7,,0,0,7,3,26,,-1,5,-2,3,1,
226,Conga Helm U,Casque Conga U,Conga-Helm U,Casco de Conga U,Elmo di Conga U,,0,0,4,7,,0,0,7,3,52,,-3,2,2,-1,0,
227,Conga Cap U,Heaume Conga U,Conga-Kappe U,Gorro de Conga U,Cappello di Conga U,,0,0,4,7,,0,0,7,3,26,,-1,4,4,0,1,
228,Gypceros Helm U,Casque Gypceros U,Gypceros-Helm U,Casco de Gypceros U,Elmo Gypceros U,,0,0,5,7,,0,0,7,2,52,,-4,1,4,1,0,
229,Gypceros Cap U,Heaume Gypceros U,Gypceros-Kappe U,Gorro de Gypceros U,Cappello Gypceros U,,0,0,5,7,,0,0,7,3,26,,-1,4,6,3,0,
230,Khezu Helm U,Casque Khezu U,Khezu-Helm U,Casco de Khezu U,Elmo Khezu U,,0,0,5,7,,0,0,7,1,54,,3,-3,4,0,0,
231,Khezu Cap U,Heaume Khezu U,Khezu-Kappe U,Gorro de Khezu U,Cappello Khezu U,,0,0,5,7,,0,0,7,2,26,,5,-1,6,1,0,
232,Hermitaur Helm U,Casque Hermitaur U,Hermitaur-Helm U,Casco de Hermitaur U,Elmo Hermitaur U,,0,0,4,7,,0,0,7,2,54,,-3,3,-4,0,1,
233,Hermitaur Cap U,Heaume Hermitaur U,Hermitaur-Kappe U,Gorro de Hermitaur U,Cappello Hermitaur U,,0,0,4,7,,0,0,7,3,26,,-1,5,-2,1,2,
234,Basarios Helm U,Casque Basarios U,Basarios-Helm U,Casco de Basarios U,Elmo Basarios U,,0,0,5,7,,0,0,7,2,54,,0,2,2,1,-2,
235,Basarios Cap U,Heaume Basarios U,Basarios-Kappe U,Gorro de Basarios U,Cappello Basarios U,,0,0,5,7,,0,0,7,2,26,,2,4,4,2,0,
236,Plesioth Helm U,Casque Plesioth U,Plesioth-Helm U,Casco de Plesioth U,Elmo Plesioth U,,0,0,5,8,,0,0,7,2,56,,-4,4,-4,2,0,
237,Plesioth Cap U,Heaume Plesioth U,Plesioth-Kappe U,Gorro de Plesioth U,Cappello Plesioth U,,0,0,5,8,,0,0,7,2,28,,-2,6,-2,3,1,
238,Blango Helm U,Casque Blango U,Blango-Helm U,Casco de Blango U,Elmo di Blango U,,0,0,5,8,,0,0,7,2,58,,-4,2,0,3,1,
239,Blango Cap U,Heaume Blango U,Blango-Kappe U,Gorro de Blango U,Cappello Blango U,,0,0,5,8,,0,0,7,3,28,,-3,4,1,5,2,
240,Ceanataur Helm U,Casque Ceanataur U,Ceanataur-Helm U,Casco de Ceanataur U,Elmo di Ceanataur U,,0,0,5,8,,0,0,7,2,59,,1,2,-1,-1,0,
241,Ceanataur Cap U,Heaume Ceanataur U,Ceanataur-Kappe U,Gorro de Ceanataur U,Cappello Ceanataur U,,0,0,5,8,,0,0,7,2,28,,2,4,0,0,2,
242,Diablo Helm U,Casque Diablos U,Diablos-Helm U,Casco de Diablos U,Elmo di Diablos U,,0,0,6,9,,0,0,7,2,62,,3,-1,1,-2,0,
243,Diablo Cap U,Heaume Diablos U,Diablos-Kappe U,Gorro de Diablos U,Cappello Diablos U,,0,0,6,9,,0,0,7,2,28,,5,2,4,-1,0,
244,Gravios Helm U,Casque Gravios U,Gravios-Helm U,Casco de Gravios U,Elmo Gravios U,,0,0,6,9,,0,0,7,2,62,,2,-2,2,1,0,
245,Gravios Cap U,Heaume Gravios U,Gravios-Kappe U,Gorro de Gravios U,Cappello Gravios U,,0,0,6,9,,0,0,7,2,28,,4,1,3,2,0,
246,Skull Face,Tête de mort,Totenschädel,Cara de Calavera,Faccia di Teschio,,0,0,4,7,,0,0,8,2,22,,2,0,0,0,0,
247,Black Belt Helm S,Casq. ceint. noire S,Schwarzgurt-Helm S,Casco Cint. Neg. S,Elmo Cintura Nera S,,0,0,4,8,,0,0,8,0,30,,3,3,3,3,3,
248,Shinobi Mask(Heaven),Masq. Shinobi Cieux,ShinobiMaskHimmelrch,Másc Shinobi (Par.),Masc.Shinobi(Parad.),,0,0,6,10,,0,0,8,2,30,,2,-6,4,-3,2,
249,Shinobi Mask (Earth),Masq. Shinobi Terre,Shinobi-Maske Erde,Másc Shinobi (Tie.),Masc.Shinobi (Terra),,0,0,6,10,,0,0,8,2,30,,2,-6,4,-3,2,
250,RdGuildGuardTricorne,Tricor.grd.gld rouge,RotGildWächtDreisptz,Tric. Guar. Gre. R.,Tricor.RossoG.Gilda,,0,0,6,8,,1,0,8,1,30,,0,0,0,0,0,
251,Red Guild Guard Mask,Masque grd.gld rouge,RotGildWächt-Maske,Más. Guar. Gre. Roja,Masc. Rossa G. Gilda,,0,0,6,8,,1,0,8,1,30,,0,0,0,0,0,
252,BlGuildGuardTricorne,Tricor.gard.gld bleu,Bl GildWächtDreisptz,Tri. Gua. Gre. Azul,Tricorno Blu G.Gilda,,0,0,5,7,,1,0,8,1,30,,0,0,0,0,0,
253,Blue GuildGuard Mask,Masque gard.gld bleu,Bl GildWächt-Maske,Más. Cab. Gre. Azul,Masc.Blu Guard.Gilda,,0,0,5,7,,1,0,8,1,30,,0,0,0,0,0,
254,Red Guild Guard Hat,Chap.gard.gld rouge,RotGildWächt-Hut,Som. Guar. Gre. Rojo,Orecc. Rosso G.Gilda,,0,0,6,8,,2,0,8,1,30,,0,0,0,0,0,
255,RedGuildGuardPiercng,Pierc.gard.gld rouge,RotGildWächt-Piercng,Pie. Guar. Gre. Roj.,Capp. Rosso G. Gilda,,0,0,6,8,,2,0,8,1,30,,0,0,0,0,0,
256,Blue Guild Guard Hat,Chap.gard.gld bleu,Bl GildWächt-Hut,Som. Gua. Gre. Azul,Orecc. Blu G. Gilda,,0,0,5,7,,2,0,8,1,30,,0,0,0,0,0,
257,BluGuildGuardPiercng,Pierc.gard.gld bleu,Bl GildWächt-Piercng,Pie. Gua. Gre. Azul,Capp.Blu Guard.Gilda,,0,0,5,7,,2,0,8,1,30,,0,0,0,0,0,
258,(dummy)Devil Blos Helm,(dummy)Devil Blos Helm,(dummy)Devil Blos Helm,(dummy)Devil Blos Helm,(dummy)Devil Blos Helm,,0,0,6,9,,0,0,8,1,40,,3,-1,1,-2,0,
259,(dummy)Devil Blos Cap,(dummy)Devil Blos Cap,(dummy)Devil Blos Cap,(dummy)Devil Blos Helm,(dummy)Devil Blos Helm,,0,0,6,9,,0,0,8,1,20,,5,2,4,-1,0,
260,(dummy)Jolly Roger Hat,(dummy)Jolly Roger Hat,(dummy)Jolly Roger Hat,(dummy)Jolly Roger Hat,(dummy)Jolly Roger Hat,,0,0,6,10,,0,0,8,0,48,,0,0,0,0,0,
261,(dummy)Jolly Roger Cap,(dummy)Jolly Roger Cap,(dummy)Jolly Roger Cap,(dummy)Jolly Roger Hat,(dummy)Jolly Roger Cap,,0,0,6,10,,0,0,8,0,24,,0,0,0,0,0,
262,Golden Hair Tie,Cheveux d'or,Goldhaarband,Pelo Dorado,Laccio Capelli d'Oro,,0,0,6,6,,0,0,8,1,55,,3,2,2,-2,3,
263,Puppet Master Mask,Masq. marionnettiste,Drahtzieher-Maske,Máscara Titiritero,Maschera Burattinaio,,0,0,6,8,,0,0,8,1,28,,4,3,3,-1,4,
264,Obituary Testa S,Testa nécrologie S,Todes-Testa S,Testa de Obituario S,Testa Necrologio S,,0,0,4,9,,1,0,8,1,56,,3,-5,3,-4,2,
265,Obituary Caput S,Caput nécrologie S,Todes-Caput S,Cabeza de ObituarioS,Caput Necrologio S,,0,0,4,9,,1,0,8,2,28,,4,-4,5,-3,2,
266,Butterfly Testa S,Testa papillon S,Schmetterling-TestaS,Testa de Mariposa S,Testa Farfalla S,,0,0,4,9,,2,0,8,1,56,,3,-5,3,-4,2,
267,Butterfly Caput S,Caput papillon S,Schmetterling-CaputS,Caput de Mariposa S,Caput Farfalla S,,0,0,4,9,,2,0,8,2,28,,4,-4,5,-3,2,
268,Death Stench Brain S,Cerv. odeur de m. S,Todesgestank-Hirn S,Cerebro Hedor Muer.S,Cerv. Puzza Morte S,,0,0,6,9,,0,0,8,2,64,,2,1,1,-1,0,
269,Death Stench Soul S,Âme odeur de mort S,Todesgestank-Seele S,Alma Hedor Muerte S,Anima Puzza Morte S,,0,0,6,9,,0,0,8,2,30,,3,2,2,0,1,
270,Supreme Mizuha Cap,Heaume Mizuha suprm,Über-Mizuha-Kappe,Gorro Mizuha Supr.,Capp. Mizuha Supremo,,0,0,6,9,,0,0,8,1,64,,-4,3,0,4,-1,
271,SuprmeExtravagantCap,Heaume extrav. suprm,Extrvgnt ÜberKappe,Gorro Extrav. Supr.,Capp. Strav. Supremo,,0,0,6,9,,0,0,8,2,30,,-3,4,1,5,0,
272,Kushala Glare S,Regard Kushala S,Kushala-Blender S,Fulgor Kushala S,Riverbero Kushala S,,0,0,6,8,,0,0,8,2,66,,0,2,-2,4,-3,
273,Kushala Snarl S,Grondement Kushala S,Kushala-Knurrer S,Gruñido Kushala S,Ringhio di Kushala S,,0,0,6,8,,0,0,8,2,32,,2,3,-2,5,-2,
274,Kirin Horn S,Corne Kirin S,Kirin-Horn S,Cuerno de Kirin S,Corno Kirin S,,0,0,5,9,,0,0,8,1,66,,0,2,4,0,-1,
275,Kirin Crest S,Crête Kirin S,Kirin-Kamm S,Cresta de Kirin S,Cresta Kirin S,,0,0,5,9,,0,0,8,1,32,,1,4,6,1,0,
276,Auroros Helm Haku,Casque Auroros Haku,Auroros-Helm Haku,Casco Auroros Haku,Elmo Auroros Haku,,0,0,6,9,,1,0,8,1,66,,-2,2,0,2,-4,
277,GenesisHeadpieceHaku,Coiffe Genesis Haku,Genesis-Haube Haku,Casco Génesis Haku,Copric. Genesis Haku,,0,0,6,9,,1,0,8,1,32,,1,3,2,3,-2,
278,Borealis Crown Haku,Couron. Boreal. Haku,Borealis-Krone Haku,Corona Boreal Haku,Corona Borealis Haku,,0,0,6,9,,2,0,8,1,66,,-2,2,0,2,-4,
279,Glyph Crown Haku,Couronne Glyphe Haku,Glyph-Krone Haku,Corona de Glyph Haku,Corona Haku Glifo,,0,0,6,9,,2,0,8,1,32,,1,3,2,3,-2,
280,Ultimate Indra Helm,Casque Indra ultime,Ultimat-Indra-Helm,Casco de Indra Def.,Elmo Indra Definit.,,0,0,6,9,,0,0,8,2,70,,-2,3,2,2,-2,
281,SupremeSteadfastHelm,Casque inébr. suprm,Stndfst Über-Helm,Casco firme Supr.,Elmo Ris. Supremo,,0,0,6,9,,0,0,8,1,34,,0,5,3,3,-1,
282,Kaiser Crown S,Couronne Kaiser S,Kaiser-Krone S,Corona de Kaiser S,Corona del Kaiser S,,0,0,6,9,,0,0,8,1,70,,5,-1,0,0,-2,
283,Kaiser Mask S,Masque Kaiser S,Kaiser-Maske S,Máscara de Kaiser S,Maschera Kaiser S,,0,0,6,9,,0,0,8,2,34,,6,1,2,0,-1,
284,Dragonhead S,Tête-de-dragon S,Drachenhaupt S,Cabeza de Dragón S,Testa-di-Drago S,,0,0,6,10,,0,0,8,1,70,,0,2,2,2,-5,
285,Dragonface S,Gueule-de-dragon S,Drachengesicht S,Cara de Dragón S,Faccia-di-Drago S,,0,0,6,10,,0,0,8,1,34,,2,4,4,3,-2,
286,Dark Akantor Mask,Masque Akantor somb.,SchwarzAkantor-Maske,Másc. Akantor Oscur.,Masch. Akantor Scuro,,0,0,6,9,,0,0,8,1,70,,2,3,-1,4,-4,
287,Dark Akantor Fangs,Crocs Akantor sombre,SchwAkantor-Reißzhne,Colmillo Akan. Oscu.,Zanne Akantor Scuro,,0,0,6,9,,0,0,8,1,34,,3,4,0,5,-2,
288,Bistro Cap U,Heaume Bistro U,Bistro-Kappe U,Gorro de Chef U,Cappello Bistro U,,0,0,5,7,,0,0,8,2,28,,2,2,2,2,2,
289,Shinobi Mask (Sky),Masque Shinobi Ciel,Shinobi-Maske Himmel,Másc. Shin. (Cielo),Masc.Shinobi (Cielo),,0,0,6,10,,0,0,8,3,28,,2,-6,4,-3,2,
290,Shinobi Mask (Sea),Masque Shinobi Mer,Shinobi-Maske Meer,Másc. Shin. (Mar),Masc.Shinobi (Mare),,0,0,6,10,,0,0,8,3,28,,2,-6,4,-3,2,
291,Guardian Helm U,Casque du gardien U,Wächter-Helm U,Casco de Guardián U,Elmo Guardiano U,,0,0,4,7,,1,0,8,3,28,,0,0,0,0,0,
292,Guardian Mask U,Masque du gardien U,Wächter-Maske U,Máscara de GuardiánU,Maschera Guardiano U,,0,0,4,7,,1,0,8,2,28,,0,0,0,0,0,
293,Helper Hood U,Capuchon aide U,Helfer-Haube U,Capucha de AyudanteU,Cappuccio Aiutante U,,0,0,4,7,,2,0,8,3,28,,0,0,0,0,0,
294,Healer Beret U,Béret guérisseur U,Heiler-Baret U,Boina de Sanador U,Berretto Guaritr. U,,0,0,4,7,,2,0,8,2,28,,0,0,0,0,0,
295,Melahoa Flower Hat U,Cf. Fleur Melahoa U,Melahoa-Blumenhut U,Somb. Flores Melah.U,Capp. Fiore Mel. U,,0,0,4,7,,0,0,8,2,48,,0,1,1,0,0,
296,Melahoa Bloom U,Fleur Melahoa U,Melahoa-Blüte U,Flor Melahoa U,Fiore Melahoa U,,0,0,4,7,,0,0,8,2,24,,0,2,1,0,0,
297,Makluva Hood U,Capuchon Makluva U,Makluva-Kapuze U,Capucha de Makluva U,Cappuccio Makluva U,,0,0,4,7,,0,0,8,2,52,,0,2,-2,0,0,
298,Makluva Gills U,Branchies Makluva U,Makluva-Kiemen U,Agallas de Makluva U,Branchie Makluva U,,0,0,4,7,,0,0,8,3,26,,0,3,-1,0,0,
299,Monodevil Helm U,Casque Monodevil U,Monodevil-Helm U,Casco Monodevil U,Elmo Monodevil U,,0,0,10,8,,0,0,8,2,58,,2,-1,-2,-1,-1,
300,Monodevil Cap U,Heaume Monodevil U,Monodevil-Kappe U,Gorro Monodevil U,Cappello Monodevil U,,0,0,10,8,,0,0,8,2,28,,4,2,0,0,0,
301,Rathian Heart Helm U,Csq cœur Rathian U,Rathianherz-Helm U,Casco Cor. Rathian U,Elmo Cuore Rathian U,,0,0,6,9,,0,0,8,2,60,,2,0,-2,0,-4,
302,Rathian Heart Cap U,Cal. cœur Rathian U,Rathianherz-Kappe U,Gorro Cor. Rathian U,Capp. Cuore RathianU,,0,0,6,9,,0,0,8,2,28,,4,2,0,2,-2,
303,Rathalos Soul Helm U,Casque âme Ratha. U,Rathalos-SeelenhelmU,Casco Alma RathalosU,Elmo Anima RathalosU,,0,0,6,9,,0,0,8,2,62,,2,-1,2,0,-4,
304,Rathalos Soul Cap U,Heaume âme Ratha. U,RathalosSeelenkappeU,Go. Alma Rathalos U,Capp. AnimaRathalosU,,0,0,6,9,,0,0,8,2,28,,4,2,5,1,-2,
305,Golden Moon Helm,Casque Lune dorée,Goldmond-Helm,Casco de Luna Dorada,Elmo Luna Dorata,,0,0,6,9,,0,0,8,2,62,,2,0,-2,0,1,
306,Golden Moon Cap,Heaume Lune dorée,Goldmond-Kappe,Gorro de Luna Dorada,Cappello Luna Dorata,,0,0,6,9,,0,0,8,2,31,,4,2,0,1,2,
307,Silver Sol Helm,Casque Sol argenté,Silbersonnen-Helm,Casco Sol Plateado,Elmo Sole Argentato,,0,0,6,9,,0,0,8,2,64,,2,-1,-1,0,1,
308,Silver Sol Cap,Heaume Sol argenté,Silbersonnen-Kappe,Gorro Sol Plateado,Capp. Sole Argentato,,0,0,6,9,,0,0,8,2,32,,4,2,1,1,2,
309,Auroros Helm Ten,Casque Auroros Ten,Auroros-Helm Ten,Casco de Auroros Ten,Elmo Auroros Ten,,0,0,5,9,,1,0,8,2,64,,-2,2,0,2,-4,
310,Genesis HeadpieceTen,Coiffe Genesis Ten,Genesis-Haube Ten,Casco Génesis Ten,Copric. Genesis Ten,,0,0,5,9,,1,0,8,2,30,,1,3,2,3,-2,
311,Borealis Crown Ten,Couro. Borealis Ten,Borealis-Krone Ten,Corona Boreal Ten,Corona Borealis Ten,,0,0,5,9,,2,0,8,2,64,,-2,2,0,2,-4,
312,Glyph Crown Ten,Couronne Glyphe Ten,Glyph-Krone Ten,Corona de Glyph Ten,Corona Glifo Ten,,0,0,5,9,,2,0,8,2,30,,1,3,2,3,-2,
313,Fatalis Head,Tête de Fatal is,Fatalis-Haupt,Cabeza de Fatalis,Testa di Fatalis,,0,0,6,10,,0,0,8,1,68,,0,2,2,2,-5,
314,Fatalis Face,Gueule de Fatalis,Fatalis-Gesicht,Cara de Fatalis,Faccia di Fatalis,,0,0,6,10,,0,0,8,1,32,,2,4,4,3,-2,
